Per,Nat,Pokemon,HP,Atk,Def,SpA,SpD,Spe,Total,Type I,Type II,Tier,Ability I,Ability II,Hidden Ability,Mass,LK/GK,EV Worth,EXPV,Color,Hatch,Gender,Egg Group I,Egg Group II,Catch,EXP,Evolve,Per.1,Nat.1,Joh,Hoe,Sin,Un,Pokemon.1,generation
477.0,459.0,Snover,60,62,50,62,60,40,334,Ice,Grass,RU,Snow Warning,,Soundproof,50.5 kG,80,1 Atk,131,White,5120,Neutral,Monster,Grass,120,1250000,,477.0,459.0,,,142.0,,Snover,4
478.0,460.0,Abomasnow,90,92,75,92,85,60,494,Ice,Grass,UU,Snow Warning,,Soundproof,135.5 kG,100,1 Atk/1 SpA,214,White,,Neutral,Monster,Grass,60,1250000,Lv. 40,478.0,460.0,,,143.0,,Abomasnow,4
245.0,461.0,Weavile,70,120,65,45,85,125,510,Dark,Ice,UU,Pressure,,Pickpocket,34.0 kG,60,1 Atk/1 Spe,199,Black,,Neutral,Field,,45,1059860,Nite Level h/ Razor Claw,245.0,461.0,,,145.0,,Weavile,4
90.0,462.0,Magnezone,70,70,115,130,90,60,535,Electric,Steel,OU,Magnet Pull,Sturdy,Analytic,180.0 kG,100,3 SpA,211,Gray,,,Mineral,,30,1000000,Level a/ Mt. Coronet,90.0,462.0,,,180.0,,Magnezone,4
120.0,463.0,Lickilicky,110,85,95,80,95,50,515,Normal,,NU,Own Tempo,Oblivious,Cloud Nine,140.0 kG,100,3 HP,193,Pink,,Neutral,Monster,,30,1000000,Level w/ Rollout,120.0,463.0,,,162.0,,Lickilicky,4
125.0,464.0,Rhyperior,115,140,130,55,55,40,535,Ground,Rock,RU,Lightningrod,Solid Rock,Reckless,282.8 kG,120,3 Atk,217,Gray,,Neutral,Monster,Field,30,1250000,Trade h/ Protector,125.0,464.0,,,188.0,,Rhyperior,4
130.0,465.0,Tangrowth,100,100,125,110,50,50,535,Grass,,UU,Chlorophyll,Leaf Guard,Regenerator,128.6 kG,100,2 Def,211,Blue,,Neutral,Grass,,30,1000000,Level w/ Ancientpower,130.0,465.0,,,182.0,,Tangrowth,4
147.0,466.0,Electivire,75,123,67,95,85,95,540,Electric,,RU,Motor Drive,,Vital Spirit,138.6 kG,100,3 Atk,199,Yellow,,M (75%),Human-Like,,30,1000000,Trade h/ Electrizer,147.0,466.0,,,199.0,,Electivire,4
150.0,467.0,Magmortar,75,95,67,125,95,83,540,Fire,,NU,Flame Body,,Vital Spirit,68.0 kG,80,3 SpA,199,Red,,M (75%),Human-Like,,30,1000000,Trade h/ Magmarizer,150.0,467.0,,,202.0,,Magmortar,4
204.0,468.0,Togekiss,85,50,95,120,115,80,545,Normal,Flying,UU,Hustle,Serene Grace,Super Luck,38.0 kG,60,2 SpA/1 SpD,220,White,,M (87.5%),Flying,Fairy,30,800000,Shiny Stone,204.0,468.0,,,175.0,,Togekiss,4
223.0,469.0,Yanmega,86,76,86,116,56,95,515,Bug,Flying,RU,Speed Boost,Tinted Lens,Frisk,51.5 kG,80,2 Atk,198,Green,,Neutral,Bug,,30,1000000,Level w/ Ancientpower,223.0,469.0,,,184.0,,Yanmega,4
163.0,470.0,Leafeon,65,110,130,60,65,95,525,Grass,,NU,Leaf Guard,,Chlorophyll,25.5 kG,60,2 Def,196,Green,,M (87.5%),Field,,45,1000000,Level a/ Moss Rock,163.0,470.0,,,169.0,,Leafeon,4
164.0,471.0,Glaceon,65,60,110,130,95,65,525,Ice,,NU,Snow Cloak,,Ice Body,25.9 kG,60,2 SpA,196,Blue,,M (87.5%),Field,,45,1000000,Level a/ Ice Rock,164.0,471.0,,,170.0,,Glaceon,4
238.0,472.0,Gliscor,75,95,125,45,75,95,510,Ground,Flying,OU,Hyper Cutter,Sand Veil,Poison Heal,42.5 kG,60,2 Def,192,Purple,,Neutral,Bug,,30,1059860,Nite Level h/ Razor Fang,238.0,472.0,,,154.0,,Gliscor,4
252.0,473.0,Mamoswine,110,130,80,70,60,80,530,Ice,Ground,UU,Oblivious,Snow Cloak,Thick Fat,291.0 kG,120,3 Atk,207,Brown,,Neutral,Field,,50,1250000,Level w/ Ancientpower,252.0,473.0,,,205.0,,Mamoswine,4
167.0,474.0,Porygon-Z,85,80,70,135,75,90,535,Normal,,RU,Adaptability,Download,Analytic,34.0 kG,60,3 SpA,185,Red,,,Mineral,,30,1000000,Trade w/ Dubious Disc,167.0,474.0,,,194.0,,Porygon-Z,4
307.0,475.0,Gallade,68,125,65,65,115,80,518,Psychic,Fighting,RU,Steadfast,,Justified,52.0 kG,80,3 Atk,208,White,,M (100%),Amorphous,,45,1250000,Dawn StoneM,307.0,475.0,,,160.0,,Gallade,4
324.0,476.0,Probopass,60,55,145,75,150,40,525,Rock,Steel,NU,Sturdy,Magnet Pull,Sand Force,340.0 kG,120,1 Def/2 SpD,198,Gray,,Neutral,Mineral,,60,1000000,Level a/ Mt. Coronet,324.0,476.0,,,156.0,,Probopass,4
384.0,477.0,Dusknoir,45,100,135,65,135,45,525,Ghost,,RU,Pressure,,,106.6 kG,100,1 Def/2 SpD,210,Black,,Neutral,Amorphous,,45,800000,Trade w/ Reaper Cloth,384.0,477.0,,,191.0,,Dusknoir,4
391.0,478.0,Froslass,70,80,70,80,70,110,480,Ice,Ghost,UU,Snow Cloak,,Cursed Body,26.6 kG,60,2 Spe,187,White,,F (100%),Fairy,Mineral,75,1000000,Dawn StoneF,391.0,478.0,,,208.0,,Froslass,4
479.0,479.0,Rotom,50,50,77,95,77,91,440,Electric,Ghost,NU,Levitate,,,0.3 kG,20,1 SpA/1 Spe,132,Red,5120,,Amorphous,,45,1000000,N,479.0,479.0,,,152.0,,Rotom,4
480.0,480.0,Uxie,75,75,130,75,130,95,580,Psychic,,RU,Levitate,,,0.3 kG,20,2 Def/1 SpD,210,Yellow,NONE,,-,,3,1250000,N,480.0,480.0,,,146.0,,Uxie,4
481.0,481.0,Mesprit,80,105,105,105,105,80,580,Psychic,,NU,Levitate,,,0.3 kG,20,1 Atk/1 SpA/1 SpD,210,Pink,NONE,,-,,3,1250000,N,481.0,481.0,,,147.0,,Mesprit,4
482.0,482.0,Azelf,75,125,70,125,70,115,580,Psychic,,UU,Levitate,,,0.3 kG,20,2 Atk/1 SpA,210,Blue,NONE,,-,,3,1250000,N,482.0,482.0,,,148.0,,Azelf,4
483.0,483.0,Dialga,100,120,120,150,100,90,680,Steel,Dragon,Uber,Pressure,,Telepathy,683.0 kG,120,3 SpA,220,White,NONE,,-,,30,1250000,N,483.0,483.0,,,149.0,,Dialga,4
484.0,484.0,Palkia,90,120,100,150,120,100,680,Water,Dragon,Uber,Pressure,,Telepathy,336.0 kG,120,3 SpA,220,Purple,NONE,,-,,30,1250000,N,484.0,484.0,,,150.0,,Palkia,4
485.0,485.0,Heatran,91,90,106,130,106,77,600,Fire,Steel,OU,Flash Fire,,Flame Body,430.0 kG,120,3 SpA,215,Brown,NONE,Neutral,-,,3,1250000,N,485.0,485.0,,,,,Heatran,4
486.0,486.0,Regigigas,110,160,110,80,110,100,670,Normal,,NU,Slow Start,,,420.0 kG,120,3 Atk,220,White,NONE,,-,,3,1250000,N,486.0,486.0,,,,,Regigigas,4
488.0,488.0,Cresselia,120,70,120,75,130,85,600,Psychic,,RU,Levitate,,,85.6 kG,80,3 SpD,210,Yellow,NONE,F (100%),-,,3,1250000,N,488.0,488.0,,,,,Cresselia,4
489.0,489.0,Phione,80,80,80,80,80,80,480,Water,,NU,Hydration,,,3.1 kG,20,1 HP,165,Blue,NONE,,-,,30,1250000,N,489.0,489.0,,,,,Phione,4
490.0,490.0,Manaphy,100,100,100,100,100,100,600,Water,,Uber,Hydration,,,1.4 kG,20,3 HP,215,Blue,NONE,,-,,3,1250000,N,490.0,490.0,,,151.0,,Manaphy,4
491.0,491.0,Darkrai,70,90,90,135,90,125,600,Dark,,Uber,Bad Dreams,,,50.5 kG,80,1 Spe/2 SpA,210,Black,NONE,,-,,3,1250000,N,491.0,491.0,,,,,Darkrai,4
493.0,493.0,Arceus,120,120,120,120,120,120,720,Normal,,Uber,Multitype,,,320.0 kG,120,3 HP,255,Gray,NONE,,-,,3,1250000,N,493.0,493.0,,,,,Arceus,4
494.0,494.0,Victini,100,100,100,100,100,100,600,Psychic,Fire,UU,Victory Star,,,4.0 kG,20,3 HP,270,Yellow,NONE,,-,,3,1250000,N,494.0,494.0,,,,0.0,Victini,5
495.0,495.0,Snivy,45,45,55,45,55,63,308,Grass,,NU,Overgrow,,Contrary,8.1 kG,40,1 Spe,28,Green,5120,M (87.5%),Field,Grass,45,1059860,,495.0,495.0,,,,1.0,Snivy,5
496.0,496.0,Servine,60,60,75,60,75,83,413,Grass,,NU,Overgrow,,Contrary,16.0 kG,40,2 Spe,145,Green,,M (87.5%),Field,Grass,45,1059860,Lv. 17,496.0,496.0,,,,2.0,Servine,5
497.0,497.0,Serperior,75,75,95,75,95,113,528,Grass,,NU,Overgrow,,Contrary,63.0 kG,80,3 Spe,238,Green,,M (87.5%),Field,Grass,45,1059860,Lv. 36,497.0,497.0,,,,3.0,Serperior,5
498.0,498.0,Tepig,65,63,45,45,45,45,308,Fire,,NU,Blaze,,Thick Fat,9.9 kG,20,1 HP,28,Red,5120,M (87.5%),Field,,45,1059860,,498.0,498.0,,,,4.0,Tepig,5
499.0,499.0,Pignite,90,93,55,70,55,55,418,Fire,Fighting,NU,Blaze,,Thick Fat,55.5 kG,80,2 Atk,146,Red,,M (87.5%),Field,,45,1059860,Lv. 17,499.0,499.0,,,,5.0,Pignite,5
500.0,500.0,Emboar,110,123,65,100,65,65,528,Fire,Fighting,NU,Blaze,,Reckless,150.0 kG,100,3 Atk,238,Red,,M (87.5%),Field,,45,1059860,Lv. 36,500.0,500.0,,,,6.0,Emboar,5
501.0,501.0,Oshawott,55,55,45,63,45,45,308,Water,,NU,Torrent,,Shell Armor,5.9 kG,20,1 SpA,28,Blue,5120,M (87.5%),Field,,45,1059860,,501.0,501.0,,,,7.0,Oshawott,5
502.0,502.0,Dewott,75,75,60,83,60,60,413,Water,,NU,Torrent,,Shell Armor,24.5 kG,40,2 SpA,145,Blue,,M (87.5%),Field,,45,1059860,Lv. 17,502.0,502.0,,,,8.0,Dewott,5
503.0,503.0,Samurott,95,100,85,108,70,70,528,Water,,NU,Torrent,,Shell Armor,94.6 kG,80,3 SpA,238,Blue,,M (87.5%),Field,,45,1059860,Lv. 36,503.0,503.0,,,,9.0,Samurott,5
504.0,504.0,Patrat,45,55,39,35,39,42,255,Normal,,NU,Run Away,Keen Eye,Analytic,11.6 kG,40,1 Atk,51,Brown,3840,Neutral,Field,,255,1000000,,504.0,504.0,,,,10.0,Patrat,5
505.0,505.0,Watchog,60,85,69,60,69,77,420,Normal,,NU,Illuminate,Keen Eye,Analytic,27.0 kG,60,1 Atk,147,Brown,,Neutral,Field,,255,1000000,Lv. 20,505.0,505.0,,,,11.0,Watchog,5
506.0,506.0,Lillipup,45,60,45,25,45,55,275,Normal,,NU,Vital Spirit,Pickup,Run Away,4.1 kG,20,1 Atk,55,Brown,3840,Neutral,Field,,255,1059860,,506.0,506.0,,,,12.0,Lillipup,5
507.0,507.0,Herdier,65,80,65,35,65,60,370,Normal,,NU,Intimidate,Sand Rush,Scrappy,14.7 kG,40,2 Atk,130,Gray,,Neutral,Field,,120,1059860,Lv. 16,507.0,507.0,,,,13.0,Herdier,5
508.0,508.0,Stoutland,85,100,90,45,90,80,490,Normal,,NU,Intimidate,Sand Rush,Scrappy,61.0 kG,80,3 Atk,221,Gray,,Neutral,Field,,45,1059860,Lv. 32,508.0,508.0,,,,14.0,Stoutland,5
509.0,509.0,Purrloin,41,50,37,50,37,66,281,Dark,,NU,Limber,Unburden,Prankster,10.1 kG,40,1 Spe,56,Purple,5120,Neutral,Field,,255,1000000,,509.0,509.0,,,,15.0,Purrloin,5
510.0,510.0,Liepard,64,88,50,88,50,106,446,Dark,,NU,Limber,Unburden,Prankster,37.5 kG,60,2 Spe,156,Purple,,Neutral,Field,,90,1000000,Lv. 20,510.0,510.0,,,,16.0,Liepard,5
511.0,511.0,Pansage,50,53,48,53,48,64,316,Grass,,NU,Gluttony,,Overgrow,10.5 kG,40,1 Spe,63,Green,5120,M (87.5%),Field,,190,1000000,,511.0,511.0,,,,17.0,Pansage,5
512.0,512.0,Simisage,75,98,63,98,63,101,498,Grass,,NU,Gluttony,,Overgrow,30.5 kG,60,2 Spe,174,Green,,M (87.5%),Field,,75,1000000,Leaf Stone,512.0,512.0,,,,18.0,Simisage,5
513.0,513.0,Pansear,50,53,48,53,48,64,316,Fire,,NU,Gluttony,,Blaze,11.0 kG,40,1 Spe,63,Red,5120,M (87.5%),Field,,190,1000000,,513.0,513.0,,,,19.0,Pansear,5
514.0,514.0,Simisear,75,98,63,98,63,101,498,Fire,,NU,Gluttony,,Blaze,28.0 kG,60,2 Spe,174,Red,,M (87.5%),Field,,75,1000000,Fire Stone,514.0,514.0,,,,20.0,Simisear,5
515.0,515.0,Panpour,50,53,48,53,48,64,316,Water,,NU,Gluttony,,Torrent,13.5 kG,40,1 Spe,63,Blue,5120,M (87.5%),Field,,190,1000000,,515.0,515.0,,,,21.0,Panpour,5
516.0,516.0,Simipour,75,98,63,98,63,101,498,Water,,NU,Gluttony,,Torrent,29.0 kG,60,2 Spe,174,Blue,,M (87.5%),Field,,75,1000000,Water Stone,516.0,516.0,,,,22.0,Simipour,5
517.0,517.0,Munna,76,25,45,67,55,24,292,Psychic,,NU,Forewarn,Synchronize,Telepathy,23.3 kG,40,1 HP,58,Pink,2560,Neutral,Field,,190,800000,,517.0,517.0,,,,23.0,Munna,5
518.0,518.0,Musharna,116,55,85,107,95,29,487,Psychic,,NU,Forewarn,Synchronize,Telepathy,60.5 kG,80,2 HP,170,Pink,,Neutral,Field,,75,800000,Moon Stone,518.0,518.0,,,,24.0,Musharna,5
519.0,519.0,Pidove,50,55,50,36,30,43,264,Normal,Flying,NU,Big Pecks,Super Luck,Rivalry,2.1 kG,20,1 Atk,53,Gray,3840,Neutral,Flying,,255,1059860,,519.0,519.0,,,,25.0,Pidove,5
520.0,520.0,Tranquill,62,77,62,50,42,65,358,Normal,Flying,NU,Big Pecks,Super Luck,Rivalry,15.0 kG,40,2 Atk,125,Gray,,Neutral,Flying,,120,1059860,Lv. 21,520.0,520.0,,,,26.0,Tranquill,5
521.0,521.0,Unfezant,80,105,80,65,55,93,478,Normal,Flying,NU,Big Pecks,Super Luck,Rivalry,29.0 kG,60,3 Atk,215,Gray,,Neutral,Flying,,45,1059860,Lv. 32,521.0,521.0,,,,27.0,Unfezant,5
522.0,522.0,Blitzle,45,60,32,50,32,76,295,Electric,,NU,Lightningrod,Motor Drive,Sap Sipper,29.8 kG,60,1 Spe,59,Black,5120,Neutral,Field,,190,1000000,,522.0,522.0,,,,28.0,Blitzle,5
523.0,523.0,Zebstrika,75,100,63,80,63,116,497,Electric,,NU,Lightningrod,Motor Drive,Sap Sipper,79.5 kG,80,2 Spe,174,Black,,Neutral,Field,,75,1000000,Lv. 27,523.0,523.0,,,,29.0,Zebstrika,5
524.0,524.0,Roggenrola,55,75,85,25,25,15,280,Rock,,NU,Sturdy,,Sand Force,18.0 kG,40,1 Def,56,Blue,3840,Neutral,Mineral,,255,1059860,,524.0,524.0,,,,30.0,Roggenrola,5
525.0,525.0,Boldore,70,105,105,50,40,20,390,Rock,,NU,Sturdy,,Sand Force,102.0 kG,100,1 Atk/1 Def,137,Blue,,Neutral,Mineral,,120,1059860,Lv. 25,525.0,525.0,,,,31.0,Boldore,5
526.0,526.0,Gigalith,85,135,130,60,70,25,505,Rock,,NU,Sturdy,,Sand Force,260.0 kG,120,3 Atk,227,Blue,,Neutral,Mineral,,45,1059860,Trade,526.0,526.0,,,,32.0,Gigalith,5
527.0,527.0,Woobat,55,45,43,55,43,72,313,Psychic,Flying,NU,Unaware,Klutz,Simple,2.1 kG,20,1 Spe,63,Blue,3840,Neutral,Field,Flying,190,1000000,,527.0,527.0,,,,33.0,Woobat,5
528.0,528.0,Swoobat,67,57,55,77,55,114,425,Psychic,Flying,NU,Unaware,Klutz,Simple,10.5 kG,40,2 Spe,149,Blue,,Neutral,Field,Flying,45,1000000,Friendship,528.0,528.0,,,,34.0,Swoobat,5
529.0,529.0,Drilbur,60,85,40,30,45,68,328,Ground,,NU,Sand Rush,Sand Force,Mold Breaker,8.5 kG,20,1 Atk,66,Gray,5120,Neutral,Field,,120,1000000,,529.0,529.0,,,,35.0,Drilbur,5
530.0,530.0,Excadrill,110,135,60,50,65,88,508,Ground,Steel,OU,Sand Rush,Sand Force,Mold Breaker,40.4 kG,60,2 Atk,178,Gray,,Neutral,Field,,60,1000000,Lv. 31,530.0,530.0,,,,36.0,Excadrill,5
531.0,531.0,Audino,103,60,86,60,86,50,445,Normal,,NU,Healer,Regenerator,Klutz,31.0 kG,60,2 HP,390,Pink,5120,Neutral,Fairy,,255,800000,N,531.0,531.0,,,,37.0,Audino,5
532.0,532.0,Timburr,75,80,55,25,35,35,305,Fighting,,NU,Guts,Sheer Force,Iron Fist,12.5 kG,40,1 Atk,61,Gray,5120,M (75%),Human-Like,,180,1059860,,532.0,532.0,,,,38.0,Timburr,5
533.0,533.0,Gurdurr,85,105,85,40,50,40,405,Fighting,,NU,Guts,Sheer Force,Iron Fist,40.0 kG,60,2 Atk,142,Gray,,M (75%),Human-Like,,90,1059860,Lv. 25,533.0,533.0,,,,39.0,Gurdurr,5
534.0,534.0,Conkeldurr,105,140,95,55,65,45,505,Fighting,,OU,Guts,Sheer Force,Iron Fist,87.0 kG,80,3 Atk,227,Brown,,M (75%),Human-Like,,45,1059860,Trade,534.0,534.0,,,,40.0,Conkeldurr,5
535.0,535.0,Tympole,50,50,40,50,40,64,294,Water,,NU,Swift Swim,Hydration,Water Absorb,4.5 kG,20,1 Spe,59,Blue,5120,Neutral,Water 1,,255,1059860,,535.0,535.0,,,,41.0,Tympole,5
536.0,536.0,Palpitoad,75,65,55,65,55,69,384,Water,Ground,NU,Swift Swim,Hydration,Water Absorb,17.0 kG,40,2 HP,134,Blue,,Neutral,Water 1,,120,1059860,Lv. 25,536.0,536.0,,,,42.0,Palpitoad,5
537.0,537.0,Seismitoad,105,85,75,85,75,74,499,Water,Ground,NU,Swift Swim,Poison Touch,Water Absorb,62.0 kG,80,3 HP,225,Blue,,Neutral,Water 1,,45,1059860,Lv. 36,537.0,537.0,,,,43.0,Seismitoad,5
538.0,538.0,Throh,120,100,85,30,85,45,465,Fighting,,NU,Guts,Inner Focus,Mold Breaker,55.5 kG,80,2 HP,163,Red,5120,M (100%),Human-Like,,45,1000000,,538.0,538.0,,,,44.0,Throh,5
539.0,539.0,Sawk,75,125,75,30,75,85,465,Fighting,,NU,Sturdy,Inner Focus,Mold Breaker,51.0 kG,80,2 Atk,163,Blue,5120,M (100%),Human-Like,,45,1000000,,539.0,539.0,,,,45.0,Sawk,5
540.0,540.0,Sewaddle,45,53,70,40,60,42,310,Bug,Grass,NU,Swarm,Chlorophyll,Overcoat,2.5 kG,20,1 Def,62,Yellow,3840,Neutral,Bug,,255,1059860,,540.0,540.0,,,,46.0,Sewaddle,5
541.0,541.0,Swadloon,55,63,90,50,80,42,380,Bug,Grass,NU,Leaf Guard,Chlorophyll,Overcoat,7.3 kG,20,2 Def,133,Green,,Neutral,Bug,,120,1059860,Lv. 20,541.0,541.0,,,,47.0,Swadloon,5
542.0,542.0,Leavanny,75,103,80,70,70,92,490,Bug,Grass,NU,Swarm,Chlorophyll,Overcoat,20.5 kG,40,3 Atk,221,Yellow,,Neutral,Bug,,45,1059860,Friendship,542.0,542.0,,,,48.0,Leavanny,5
543.0,543.0,Venipede,30,45,59,30,39,57,260,Bug,Poison,NU,Poison Point,Swarm,Quick Feet,5.3 kG,20,1 Def,52,Red,3840,Neutral,Bug,,255,1059860,,543.0,543.0,,,,49.0,Venipede,5
544.0,544.0,Whirlipede,40,55,99,40,79,47,360,Bug,Poison,NU,Poison Point,Swarm,Quick Feet,58.5 kG,80,2 Def,126,Gray,,Neutral,Bug,,120,1059860,Lv. 22,544.0,544.0,,,,50.0,Whirlipede,5
545.0,545.0,Scolipede,60,90,89,55,69,112,475,Bug,Poison,RU,Poison Point,Swarm,Quick Feet,200.5 kG,120,3 Spe,214,Red,,Neutral,Bug,,45,1059860,Lv. 30,545.0,545.0,,,,51.0,Scolipede,5
546.0,546.0,Cottonee,40,27,60,37,50,66,280,Grass,,NU,Prankster,Infiltrator,Chlorophyll,0.6 kG,20,1 Spe,56,Green,5120,Neutral,Grass,Fairy,190,1000000,,546.0,546.0,,,,52.0,Cottonee,5
547.0,547.0,Whimsicott,60,67,85,77,75,116,480,Grass,,OU,Prankster,Infiltrator,Chlorophyll,6.6 kG,20,2 Spe,168,Green,,Neutral,Grass,Fairy,75,1000000,Sun Stone,547.0,547.0,,,,53.0,Whimsicott,5
548.0,548.0,Petilil,45,35,50,70,50,30,280,Grass,,NU,Chlorophyll,Own Tempo,Leaf Guard,6.6 kG,20,1 SpA,56,Green,5120,F (100%),Grass,,190,1000000,,548.0,548.0,,,,54.0,Petilil,5
549.0,549.0,Lilligant,70,60,75,110,75,90,480,Grass,,RU,Chlorophyll,Own Tempo,Leaf Guard,16.3 kG,40,2 SpA,168,Green,,F (100%),Grass,,75,1000000,Sun Stone,549.0,549.0,,,,55.0,Lilligant,5
551.0,551.0,Sandile,50,72,35,35,35,65,292,Ground,Dark,NU,Intimidate,Moxie,Anger Point,15.2 kG,40,1 Atk,58,Brown,5120,Neutral,Field,,180,1059860,,551.0,551.0,,,,57.0,Sandile,5
552.0,552.0,Krokorok,60,82,45,45,45,74,351,Ground,Dark,NU,Intimidate,Moxie,Anger Point,33.4 kG,60,2 Atk,123,Brown,,Neutral,Field,,90,1059860,Lv. 29,552.0,552.0,,,,58.0,Krokorok,5
553.0,553.0,Krookodile,95,117,70,65,70,92,509,Ground,Dark,RU,Intimidate,Moxie,Anger Point,96.3 kG,80,3 Atk,229,Red,,Neutral,Field,,45,1059860,Lv. 40,553.0,553.0,,,,59.0,Krookodile,5
554.0,554.0,Darumaka,70,90,45,15,45,50,315,Fire,,NU,Hustle,,Inner Focus,37.5 kG,60,1 Atk,63,Red,5120,Neutral,Field,,120,1059860,,554.0,554.0,,,,60.0,Darumaka,5
556.0,556.0,Maractus,75,86,67,106,67,60,461,Grass,,NU,Water Absorb,Chlorophyll,Storm Drain,28.0 kG,60,2 SpA,161,Green,5120,Neutral,Grass,,255,1000000,N,556.0,556.0,,,,62.0,Maractus,5
557.0,557.0,Dwebble,50,65,85,35,35,55,325,Bug,Rock,NU,Sturdy,Shell Armor,Weak Armor,14.5 kG,40,1 Def,65,Red,5120,Neutral,Bug,Mineral,190,1000000,,557.0,557.0,,,,63.0,Dwebble,5
558.0,558.0,Crustle,70,95,125,65,75,45,475,Bug,Rock,RU,Sturdy,Shell Armor,Weak Armor,200.0 kG,120,2 Def,166,Red,,Neutral,Bug,Mineral,75,1000000,Lv. 34,558.0,558.0,,,,64.0,Crustle,5
559.0,559.0,Scraggy,50,75,70,35,70,48,348,Dark,Fighting,NU,Shed Skin,Moxie,Intimidate,11.8 kG,40,1 Atk,70,Yellow,3840,Neutral,Field,Dragon,180,1000000,,559.0,559.0,,,,65.0,Scraggy,5
560.0,560.0,Scrafty,65,90,115,45,115,58,488,Dark,Fighting,OU,Shed Skin,Moxie,Intimidate,30.0 kG,60,1 Def/1 SpD,171,Red,,Neutral,Field,Dragon,90,1000000,,560.0,560.0,,,,66.0,Scrafty,5
561.0,561.0,Sigilyph,72,58,80,103,80,97,490,Psychic,Flying,UU,Wonder Skin,Magic Guard,Tinted Lens,14.0 kG,40,2 SpA,172,Black,5120,Neutral,Flying,,45,1000000,,561.0,561.0,,,,67.0,Sigilyph,5
562.0,562.0,Yamask,38,30,85,55,65,30,303,Ghost,,NU,Mummy,,,1.5 kG,20,1 Def,61,Black,6400,Neutral,Mineral,Amorphous,190,1000000,,562.0,562.0,,,,68.0,Yamask,5
563.0,563.0,Cofagrigus,58,50,145,95,105,30,483,Ghost,,RU,Mummy,,,76.5 kG,80,2 Def,169,Yellow,,Neutral,Mineral,Amorphous,90,1000000,Lv. 34,563.0,563.0,,,,69.0,Cofagrigus,5
564.0,564.0,Tirtouga,54,78,103,53,45,22,355,Water,Rock,NU,Solid Rock,Sturdy,Swift Swim,16.5 kG,40,1 Def,71,Blue,7680,M (87.5%),Water 1,Water 3,45,1000000,,564.0,564.0,,,,70.0,Tirtouga,5
565.0,565.0,Carracosta,74,108,133,83,65,32,495,Water,Rock,NU,Solid Rock,Sturdy,Swift Swim,81.0 kG,80,2 Def,173,Blue,,M (87.5%),Water 1,Water 3,45,1000000,Lv. 37,565.0,565.0,,,,71.0,Carracosta,5
566.0,566.0,Archen,55,112,45,74,45,70,401,Rock,Flying,NU,Defeatist,,,9.5 kG,20,1 Atk,71,Yellow,7680,M (87.5%),Flying,Water 3,45,1000000,,566.0,566.0,,,,72.0,Archen,5
567.0,567.0,Archeops,75,140,65,112,65,110,567,Rock,Flying,NU,Defeatist,,,32.0 kG,60,2 Atk,177,Yellow,,M (87.5%),Flying,Water 3,45,1000000,Lv. 37,567.0,567.0,,,,73.0,Archeops,5
568.0,568.0,Trubbish,50,50,62,40,62,65,329,Poison,,NU,Stench,Sticky Hold,Aftermath,31.0 kG,60,1 Spe,66,Green,5120,Neutral,Mineral,,190,1000000,,568.0,568.0,,,,74.0,Trubbish,5
569.0,569.0,Garbodor,80,95,92,60,82,75,484,Poison,,NU,Stench,Weak Armor,Aftermath,107.3 kG,100,2 Atk,166,Green,,Neutral,Mineral,,60,1000000,Lv. 36,569.0,569.0,,,,75.0,Garbodor,5
570.0,570.0,Zorua,40,65,40,80,40,65,330,Dark,,NU,Illusion,,,12.5 kG,40,1 SpA,66,Gray,6400,M (87.5%),Field,,75,1059860,,570.0,570.0,,,,76.0,Zorua,5
571.0,571.0,Zoroark,60,105,60,120,60,105,510,Dark,,UU,Illusion,,,81.1 kG,80,2 SpA,179,Gray,,M (87.5%),Field,,45,1059860,Lv. 30,571.0,571.0,,,,77.0,Zoroark,5
572.0,572.0,Minccino,55,50,40,40,40,75,300,Normal,,NU,Cute Charm,Technician,Skill Link,5.8 kG,20,1 Spe,60,Gray,3840,F (75%),Field,,255,800000,,572.0,572.0,,,,78.0,Minccino,5
574.0,574.0,Gothita,45,30,50,55,65,45,290,Psychic,,NU,Frisk,,Shadow Tag,5.8 kG,20,1 SpD,58,Purple,5120,F (75%),Human-Like,,200,1059860,,574.0,574.0,,,,80.0,Gothita,5
575.0,575.0,Gothorita,60,45,70,75,85,55,390,Psychic,,NU,Frisk,,Shadow Tag,18.0 kG,40,2 SpD,137,Purple,,F (75%),Human-Like,,100,1059860,Lv. 32,575.0,575.0,,,,81.0,Gothorita,5
576.0,576.0,Gothitelle,70,55,95,95,110,65,490,Psychic,,NU,Frisk,,Shadow Tag,44.0 kG,60,3 SpD,221,Purple,,F (75%),Human-Like,,50,1059860,Lv. 41,576.0,576.0,,,,82.0,Gothitelle,5
577.0,577.0,Solosis,45,30,40,105,50,20,290,Psychic,,NU,Overcoat,Magic Guard,Regenerator,1.0 kG,20,1 SpA,58,Green,5120,Neutral,Amorphous,,200,1059860,,577.0,577.0,,,,83.0,Solosis,5
578.0,578.0,Duosion,65,40,50,125,60,30,370,Psychic,,NU,Overcoat,Magic Guard,Regenerator,8.0 kG,20,2 SpA,130,Green,,Neutral,Amorphous,,100,1059860,Lv. 32,578.0,578.0,,,,84.0,Duosion,5
